text,labels
"Membayar hutang pribadi tersangka ke Bank Mandiri sebesar Rp . 350 . 0 . 0 , 0 ( tiga ratus lima puluh juta rupiah ) . Membayar hutang pribadi tersangka ke Bank BNI sebesar Rp . 300 . 0 . 0 , 0 ( tiga ratus juta rupiah ) . Operasional pengurusan perijinan pembebasan lahan yang berada di Telaga Bestari sebesar Rp . 300 . 0 . 0 , 0 ( tiga ratus juta rupiah ) Operasional pengurusan tanah kerjasama dengan H . Ade Rohmat sebesar Rp . 300 . 0 . 0 , 0 ( tiga ratus juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"- Atas perbuatan Terdakwa Barma Hudaya tersebut telah mengakibatkan kerugian PT . Sinar Puspa persada sejumlah Rp 1 . 162 . 900 . 0 , 0 ( satu milyar sseratus dua puluh tujuh juta Sembilan ratus ribu rupiah ) , atau setidak - tidaknya jumlah kerugian tersebut diatas Rp . 250 , 0 ( dua ratus lima puluh rupiah ) . Perbuatan Terdakwa tersebut diatur dan diancam pidana dalam Pasal 374 KUHP . SUBSIDIAIR ; ",O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV O O O 
"Bahwa Terdakwa Barma Hudaya pada kurun waktu dalam bulan Januar i sampai dengan September tahun 2017 , atau setidaknya pada suatu waktu yang masih dalamtahun 2017 , bertempat di Kantor PT . Sinar Puspa persada , Intiland Tower , Jl . Jendral Sudirman No . 32 , Rt . 3 / Rw . 2 , Karet Tengsin , Tanah Abang , Jakarta Pusat atau setidaknya pada suatu tempat yang masih termasuk dalam kewenangan Daerah Hukum Pengadilan Negeri Jakarta Pusat untuk memeriksa dan mengadili perkara ini , telah melakukan beberapa perbuatan dengan sengaja dan melawan hukum memiliki barang sesuatu yang seluruhnya atau sebagian adalah kepunyaan orang lain , tetapi yang ada dalam kekuasaanya bukan karena kejahatan , yang ada hubungannya sedemikian rupa sehingga harus dipandang sebagai suatu perbuatan berlanjut yang dilakukan oleh Terdakwa dengan cara sebagai berikut : ",O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"lahan No . SHGB 1 An . Sata Bin Samaan seluas 2 . 762 m2 hanya diserahkan atau dibayarkan kepada Saksi Sopian sejumlah Rp . 80 . 0 . 0 , 0 dan sisanya sejumlah Rp . 1 . 162 . 900 . 0 , 0 ( satu milyar sseratus dua puluh tujuh juta sembilan ratus ribu rupiah ) tidak dipergunakan untuk pembayaran pembebasan lahan atas bidang lahan No . SHGB 1 An . Sata Bin Samaan seluas 2 . 762 m2 di Telaga Bestari , Kampung Sarongge , Desa Wanakerta , Pasar Kemis , Kabupaten Tangerang , Banten kepada Saksi Sopian melainkan dipergunakan untuk keperluan pribadi Terdakwa dengan penggunaan antara lain sebagai berikut : ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Membayar hutang pribadi tersangka ke Bank Mandiri sebesar Rp . 350 . 0 . 0 , 0 ( tiga ratus lima puluh juta rupiah ) . Membayar hutang pribadi tersangka ke Bank BNI sebesar Rp . 300 . 0 . 0 , 0 ( tiga ratus juta rupiah ) . Operasional pengurusan perijinan pembebasan lahan yang berada di Telaga Bestari sebesar Rp . 300 . 0 . 0 , 0 ( tiga ratus juta rupiah ) Operasional pengurusan tanah kerjasama dengan H . ADE ROHMAT sebesar Rp . 300 . 0 . 0 , 0 ( tiga ratus juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"- Atas perbuatan Terdakwa Barma Hudaya tersebut telah mengakibatkan kerugian PT . Sinar Puspa persada sejumlah Rp1 . 162 . 900 . 0 , 0 ( satu milyar sseratus dua puluh tujuh juta Sembilan ratus ribu rupiah ) , atau setidak - tidaknya jumlah kerugian tersebut diatas Rp . 250 , 0 ( dua ratus lima puluh rupiah ) . Perbuatan Terdakwa tersebut diatur dan diancam pidana dalam Pasal 372 KUHP ; ",O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV O 
"Menimbang , bahwa terhadap dakwaan Penuntut Umum tersebut , Terdakwa menyatakan telah mengerti dan tidak mengajukan keberatan / eksepsi ; ",O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa untuk membuktikan dakwaannya Penuntut Umum telah mengajukan Saksi - saksi sebagai berikut : ",O O O O O O O O O O O O O O O O 
"1 . Saksi Mulyadi , dibawah sumpah pada pokoknya menerangkan sebagai berikut : ",O O O O O O O O O O O O O 
"Bahwa saksi pernah bekerja di PT . Sinar Puspa persada sejak bulan Oktober 2011 sampai dengan bulan Februari 2017 , jabatan terakhir adalah sebagai Staff Admin yang tugas dan tanggungjawabnya adalah merekap data - data berkas SPH ( Surat Pelepasan Hak ) terkait pembebasan lahan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa Direktur Utama PT . Sinar Puspa persada adalah Suhendro Prabowo ; ,O O O O O O O O O O O O 
"Bahwa saksi kenal Terdakwa sejak pembebasan lahan di Telaga Bestari pada tahun 2013 , karena terdakwa merupakan Konsultan di PT . Sinar Puspa persada untuk pembebasan lahan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa pada tahun 2015Terdakwa ditugaskan oleh PT Sinar Puspa persada untuk mengurus pembebasan tanah di Telaga Bestari yang berlokasi di Desa Wanakerta Kec . Sindang Jaya Kab . Tangerang ; ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa pada waktu itu ada tanah milik Sdr . Sopian seluas 2 . 762 m2 , dan sudah ada kesepakatan harga Rp450 . 0 , 0 per meter , dengan total hargaRp1 . 200 . 0 . 0 , 0 ( satu milyar dua ratus juta rupiah ) , Sopian minta uang muka Rp80 . 0 . 0 , 0 ( delapan puluh juta rupiah ) dan sudah saksi bayarkan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa setelah uang muka diterima ternyata beberapa dari ahli waris pemilik tanah belum sepakat dengan harga , sementara dari Sopian tidak ada pembatalan , lalu atas inisiatif terdakwauang yang telah diterima dari perusahaan sebesar Rp1 . 200 . 0 . 0 , 0 ( satu milyar dua ratus juta rupiah ) dialihkan ke tanah lain yang berlokasi di desa Palasari Kec . Ciater Kab . Subang Jawa Barat yang luas tanahnya kurang lebih 2 ha , namun berapa harga pembeliannya saksi tidak tahu ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa proses pencairan dana pembebasan lahan proyek Telaga Bestari adalah : adanya data penjual atau pemilik tanah awal , proses pengajuan anggaran pembebasan lahan harus disetujui atau ditanda tangani oleh Eka Sindartriani selaku Direktur PT Sinar Puspa persada , Sdr . Suhendro selaku Direktur Intiland , diajukan oleh Terdakwa dan diketahui oleh saksi ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa pencairan dana untuk pembebasan lahan milik Sopian yang dikeluarkan oleh PT Sinar Puspa persada kepada terdakwa sebesar Rp1 . 200 . 0 . 0 , 0 ( satu milyar dua ratus juta rupiah ) sudah sesuai prosedur dan uang tersebut telah saksi serahkan seluruhnya kepada terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa saksi tahu ada dibuat kuitansi tanggal 28 Juni 2016 sebesar Rp1 . 242 . 900 . 0 , 0 ( satu milyar dua ratus empat puluh dua juta sembilan ratus ribujuta rupiah ) penerimaan uang oleh Sopian dari terdakwa , karena Terdakwa menjaminkan tanahnya yang berada di Desa Palasari Kec . Ciater Kab . Subang Jawa Barat , namun sebenarnya Sopian baru terima uang Rp80 . 0 . 0 , 0 ( delapan puluh juta rupiah ) , saksi ikut menyaksikan pada saat penandatanganan dan penyerahan kuitansi tersebut ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa saksi tidak tahu apakah benar terdakwa ada punya tanah yang berlokasi di Desa Palasari Kec . Ciater Kab . Subang Jawa Barat ; ,O O O O O O O O O O O O O O O O O O O O O O O O 
"Terhadap keterangan saksi tersebut , Terdakwa menyatakan tidak keberatan dan membenarkannya ; ",O O O O O O O O O O O O 
"2 . Saksi Febrian Narizky , dibawah sumpah pada pokoknya menerangkan sebagai berikut : ",O O O O O O O O O O O O O O 
"Bahwa saksi bekerjadi PT . Inti land Development Tbk sejak bulan November 2014 . Tugas dan tanggungjawab saksi adalahberkaitan dengan Hukum Pertanahan baik dari segi administrasi dan teknis lapangan , serta pembebasan lahan . Saksi mempertanggungjawabkan pekerjaan kepada Pimpinan Proyek PT Sinar Puspa persada ( Telaga Bestari ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa Direktur Utama PT . Sinar Puspa persada adalah Suhendro Prabowo ; ,O O O O O O O O O O O O 
"Bahwa saksi kenal Terdakwa sebagai Konsultan pembebasan lahan di Telaga Bestari sekitar tahun 2015 , sejak saksi bergabung dengan PT . Inti land Development Tbk ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa saksi pemegang Kuasa Direksi No . 11 / INTILAND / AM / LC / I / 2018 - SK tanggal 26 Januari 2018 untuk membuat laporan Polisi terkait dugaan tindak pidana penipuan atau penggelapan yang dilakukan oleh Terdakwa ; ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa pada tahun 2015Terdakwa ditugaskan oleh PT Sinar Puspa persada untuk mengurus pembebasan tanah milik Sopian di Telaga Bestari yang berlokasi di Desa Wanakerta Kec . Sindang Jaya Kab . Tangerang ; ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa tanah tersebut seluas 2 . 762 m2 , dan sudah ada kesepakatan harga Rp450 . 0 , 0 per meter , dengan total harga Rp1 . 200 . 0 . 0 , 0 ( satu milyar dua ratus juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa pada tanggal 29 Oktober 2015 dilakukan pencairan dana yang diserahkan melalui Admin Pembebasan Tanah PT Sinar Puspa persada ( Sdr . Mulyadi ) untuk selanjutnya diserahkan kepadaKonsultan Pembebasan lahan ( Terdakwa ) ; ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
- Bahwa pada bulan Januari 2017 ada klaim dari Sopian bahwa tanah tersebut belum dibayar oleh terdakwa ; ,O O O O O O O O O O O O O O O O O O 
"Bahwa selanjutnyadilakukan mediasi dengan memanggil Sopian , terdakwa dan Mulyadi , dan dari keterangan terdakwa dana tersebut digunakan untuk pembayarantanah di lokasi lain ( kegiatan dengan perusahahan lain ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa kemudian terdakwa menawarkan tanahnya untuk ditukar guling sebagai pengganti , namun setelah dilakukan negosiaisi ternyata lahan dimaksud tidak sepenuhnya milik terdakwa , sehingga kepada terdakwa diberikan alternative untuk mengganti lahan atau mengembalikan dana yang telah diterimanya , namun sampai 31 Juli 2017 terdakwa tidak dapat memberikan ganti rugi atau mengembalikan dana dimaksud ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa oleh karena Sopian selaku pemilik tanah meyatakan akan menjual tanah tersebut kepada orang lain , sedangkan kondisi tanah tersebut ada dalam lingkungan PT Sinar Puspa persada , maka PT . Sinar Puspa persada melakukan pembayaran kepada Sopian pada tanggal 12 Mei 2017 sebesar Rp . 10 . 0 . 0 , 0 ( sepuluh juta rupiah ) tanggal 19 Juni 2017 sebesar Rp25 . 0 . 0 , 0 ( dua puluh lima juta rupiah ) , selanjutnya dibayarkan secara bertahap dengan total Rp1 . 127 . 900 . 0 , 0 ( satu milyar seratus dua puluh tujuh juta sembilan ratus ribu rupiah ) , sehingga total anggaran yang saksi ajukan untuk pembayaran kepada Sopian adalah sebesar Rp . 1 . 162 . 900 . 0 , 0 ( satu milyar seratus enam puluh dua juta sembilan ratus ribu rupiah ) , dimana harga tanah itu seharusnya Rp . 1 . 242 . 900 . 0 , 0 ( satu milyar dua ratus empat puluh dua juta sembilan ratus ribu rupiah ) , dan baru dibayar oleh terdakwa Rp 80 . 0 . 0 , 0 ( delapan puluh juta rupiah ) , sehinga itu dipotong menjadi pembayaran awal ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Terhadap keterangan saksi tersebut , Terdakwa menyatakan tidak keberatan dan membenarkannya ; ",O O O O O O O O O O O O 
"3 . Saksi Wiantarajakti Lucius , dibawah janji pada pokoknya menerangkan sebagai berikut : ",O O O O O O O O O O O O O O 
"Bahwa saksi bekerja di PT . Sinar Puspa persada sejak bulan Maret 2015 sebagai Pimpinan Proyek . Tugas dan tanggungjawab saksi adalah berkaitan dengan operasional pelaksananan ProyekTalaga Bestari , serta mempertanggungjawabkan pekerjaan kepada Pimpinan Proyek PT Sinar Puspa persada ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa Direktur Utama PT . Sinar Puspa persada adalah Suhendro Prabowo ; ,O O O O O O O O O O O O 
- Bahwa saksi kenal Terdakwa sebagai Konsultan pembebasan lahan di Telaga Bestari ; ,O O O O O O O O O O O O O 
"Bahwa saksi didengar dipersidangan sehubunganlaporan saksi Febrian Narizky bahwa terdakwa dan saksi Mulyadi tidak dapat mempertanggungjawabkan penggunaan uang sebesar Rp5 . 746 . 135 . 0 , 0 ( lima milyar tujuh ratus empat puluh enam juta seratus tiga puluh lima ribu rupiah ) terkait pembebasan lahan PT Sinar Puspa persada ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa saksitidak tahu kenapa pembebasan lahan tersebut tidak terselesaikan , saksi hanya tahuberdasarkan laporan akunting dan laporan Audit Internal dari Internal Audit PT Sinar Puspa persada ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa yang berkewajiban melakukan pembayaran atas pembebasan tanah di Telaga Bestari adalah terdakwa sebagai Konsultan pembebasan lahan disaksikan oleh Mulyadi selaku Staff Admin pembebasan lahan , sebagai Pimpinan Proyek Telaga Bestarisaksi hanyamelakukan pengecekanbukti pembayaran lunasterhadap tanah yang telah dibebaskan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Terhadap keterangan saksi tersebut , Terdakwa menyatakan tidak keberatan dan membenarkannya ; ",O O O O O O O O O O O O 
"4 . Saksi Filiana Kusuma , dibawah janji pada pokoknya menerangkan sebagai berikut : ",O O O O O O O O O O O O O O 
Bahwa saksi bekerjadi PT . Inti land Development Tbk sebagai Accountingyang mengurus beberapa anak perusahaan termasuk PT Sinar Puspa persada ; ,O O O O O O O O O O O O O O O O O O O O O 
"Bahwa sebelumnya saksi pernah menjabat sebagai manager Finance and Accounting di PT Sinar Puspa persada untuk proyek Talaga Bestari sejak tahun 2010 sampai dengan bulan Desember 2016 , tugas dan tanggung jawab saksi adalah melakukan pemeriksaan laporan keuangan dsan pencatatan laporan accounting . Saksi mempertanggung jawabkan pekerjaan kepada saksi Wiantarajakti Lucius sebagai Pimpinan Proyek . PT Sinar Puspa persada ( Telaga Bestari ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa saksi kenal Terdakwa sekitar tahun 2012 sebagai Konsultan pembebasan lahan dan pengurusan sertifikat tanah ; ,O O O O O O O O O O O O O O O O 
"Bahwaterdakwa sebagai Konsultan dipercaya oleh PTSinar Puspa persada untuk melakukan pembebasan lahan dan pengurusan sertifikat tanah . Menurut laporan pengeluaran uang perusahaan dari PT Sinar Puspa persada masih banyak pengeluaran dana yang belum ada realisasi dan pertanggungjawabannya , dan pada awal 2018 saksi mendapat informasi dari saksi Febrian Narizky bahwa Terdakwa melakukan penipuan dan penggelapan terkait pembebasan lahan dan pengurusan perijinan di proyek Telaga Bestari ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa sebagai Bagian Keuangan di PT Sinar Puspa persada saksi mengetahui pembebasan lahan di Telaga Bestari . Tugas saksi adalah memeriksa kelengkapan dokumensesuai standar perusahaan untuk pengajuan permintaan uang ( order ) yang sudah disetujui Pimpinan Proyek dan Direktur Utama ; ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa prosedur dan Tatacara pembayaran untuk pembebasan lahan di Telaga Bestari adalah : ,O O O O O O O O O O O O O 
Terdakwa selaku Konsultan dan Mulyadi selaku Staff Admin Pembebasan lahan mengajukandana untuk pembebasan lahan dalam bentuk Order : dan melampirkan data - data terkait pembebasan lahan sampai mendapat persetujuandari Pimpinan yang berwenang yaitu Pimpinan Proyek dan Direktur Utama ; ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Setelah order disetujuioleh Pimpinan yang berwenang lalu diserahkan kepada saksi ; ,O O O O O O O O O O O 
Order tersebut saksi periksa apakah sudah sesuai atau belum dengan kelengkapan datanya ; ,O O O O O O O O O O O O O 
Order tersebut di proses sampai menjadi chek tunai ; ,O O O O O O O O O 
Untuk pembayaran / penyerahan chek tunai dilakukan sesuai dengan schedule dari Pimpinan Proyek ; ,O O O O O O O O O O O O O O 
Bahwa pengeluaran dan pencairan dana untuk pembebasan lahan di Telaga Bestari sudah sesuai dengan prosedur karena sudah disetujui oleh Pimpinan Proyek dan Direktur Utama ; ,O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa dana yang telah dikeluarkan untuk pembebasan lahan di Telaga Bestari adalah sebesar Rp4 . 297 . 949 . 0 , 0 ( empat milyar dua ratus Sembilan puluh tujuh juta Sembilan ratus empat puluh Sembilan ribu rupiah ) , dan dari data audit internal ada dana tambahan ( order uang ) untuk pembebasan lahan milik Sopian sebesar Rp . 1 . 162 . 900 . 0 , 0 ( satu milyar seratus enam puluh dua juta sembilan ratus ribu rupiah ) , dan dari hasil temuan dilapangan bahwa pemilik tanah yang belum dibayarkan tanahnya senilai Rp . 1 . 251 . 186 . 0 , 0 ( satu milyar dua ratus lima puluh satu juta seratus delapan puluh enam ribu rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa dana tersebut diserahkan kepada terdakwadan atau Sdr . Mulyadi dalam bentuk Chek tunai atau uang tunai melalui kasir , dan ada tanda terima penyerahanvoucher ( chek ) atau uang tunai dari PT Sinar Puspa persada kepada terdakwa dan atau Sdr . Mulyadi ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa pembebasan yang belum diselesaikan oleh Terdakwa adalah : ,O O O O O O O O O 
"Pembelian tanah luas815 m2a / nArinah / Rusly Wijaya sebesar Rp332 . 520 . 0 , 0 ( tiga ratus tiga puluh dua juta lima ratus dua puluh ribu rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
